CustomerID,Count,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Churn Score Category,CLTV Category
7243-LCGGZ,1,No,0,72,3901,,"(70, 80]","(3500, 4000]"
8267-KFGYD,1,No,0,32,3389,,"(30, 40]","(3000, 3500]"
4890-VMUAV,1,No,0,36,5342,,"(30, 40]","(5000, 5500]"
9261-WDCAF,1,No,0,34,2168,,"(30, 40]","(2000, 2500]"
3764-MNMOI,1,No,0,54,2776,,"(50, 60]","(2500, 3000]"
7442-YGZFK,1,No,0,79,4796,,"(70, 80]","(4500, 5000]"
8229-BUJHX,1,No,0,62,4941,,"(60, 70]","(4500, 5000]"
7449-HVPIV,1,No,0,44,4603,,"(40, 50]","(4500, 5000]"
5504-WSIUR,1,No,0,33,5327,,"(30, 40]","(5000, 5500]"
8466-PZBLH,1,No,0,56,4743,,"(50, 60]","(4500, 5000]"
8735-IJJEG,1,No,0,48,4253,,"(40, 50]","(4000, 4500]"
0564-MUUQK,1,No,0,73,3186,,"(70, 80]","(3000, 3500]"
0701-RFGFI,1,No,0,41,6136,,"(40, 50]","(6000, 6500]"
0019-EFAEP,1,No,0,53,5513,,"(50, 60]","(5500, 6000]"
5619-PTMIK,1,No,0,72,3358,,"(70, 80]","(3000, 3500]"
3737-XBQDD,1,No,0,23,2941,,"(20, 30]","(2500, 3000]"
5882-CMAZQ,1,No,0,21,5100,,"(20, 30]","(5000, 5500]"
5846-QFDFI,1,No,0,78,3648,,"(70, 80]","(3500, 4000]"
4445-KWOKW,1,No,0,55,5988,,"(50, 60]","(5500, 6000]"
3511-APPBJ,1,No,0,62,3515,,"(60, 70]","(3500, 4000]"
7967-HYCDE,1,No,0,27,4946,,"(20, 30]","(4500, 5000]"
2430-RRYUW,1,No,0,20,4621,,"(10, 20]","(4500, 5000]"
3723-BFBGR,1,No,0,25,4330,,"(20, 30]","(4000, 4500]"
5447-WZAFP,1,No,0,71,5377,,"(70, 80]","(5000, 5500]"
5110-CHOPY,1,No,0,39,4173,,"(30, 40]","(4000, 4500]"
4425-OWHWB,1,No,0,77,5811,,"(70, 80]","(5500, 6000]"
7892-QVYKW,1,No,0,25,3513,,"(20, 30]","(3500, 4000]"
9675-ICXCT,1,No,0,75,4689,,"(70, 80]","(4500, 5000]"
4703-MQYKT,1,No,0,22,4562,,"(20, 30]","(4500, 5000]"
5692-ICXLW,1,No,0,60,3493,,"(50, 60]","(3000, 3500]"
0602-DDUML,1,No,0,38,4487,,"(30, 40]","(4000, 4500]"
2208-MPXIO,1,No,0,71,5169,,"(70, 80]","(5000, 5500]"
1960-UYCNN,1,No,0,23,4810,,"(20, 30]","(4500, 5000]"
3190-FZATL,1,No,0,71,5770,,"(70, 80]","(5500, 6000]"
7336-RLLRH,1,No,0,51,4732,,"(50, 60]","(4500, 5000]"
7710-JSYOA,1,No,0,45,5205,,"(40, 50]","(5000, 5500]"
9885-MFVSU,1,No,0,46,4577,,"(40, 50]","(4500, 5000]"
0607-MVMGC,1,No,0,63,2595,,"(60, 70]","(2500, 3000]"
3365-SAIGS,1,No,0,59,5564,,"(50, 60]","(5500, 6000]"
8022-BECSI,1,No,0,37,2203,,"(30, 40]","(2000, 2500]"
9993-LHIEB,1,No,0,59,4792,,"(50, 60]","(4500, 5000]"
0266-CLZKZ,1,No,0,59,6383,,"(50, 60]","(6000, 6500]"
7020-OZKXZ,1,No,0,30,3021,,"(20, 30]","(3000, 3500]"
3977-QCRSL,1,No,0,66,5020,,"(60, 70]","(5000, 5500]"
0017-DINOC,1,No,0,54,5435,,"(50, 60]","(5000, 5500]"
7639-OPLNG,1,No,0,27,5085,,"(20, 30]","(5000, 5500]"
1492-QGCLU,1,No,0,36,5957,,"(30, 40]","(5500, 6000]"
7328-OWMOM,1,No,0,30,3086,,"(20, 30]","(3000, 3500]"
4418-LZMSV,1,No,0,47,4749,,"(40, 50]","(4500, 5000]"
5155-AZQPB,1,No,0,74,5250,,"(70, 80]","(5000, 5500]"
1087-GRUYI,1,No,0,65,3756,,"(60, 70]","(3500, 4000]"
2546-KZAAT,1,No,0,59,5211,,"(50, 60]","(5000, 5500]"
0181-RITDD,1,No,0,43,5298,,"(40, 50]","(5000, 5500]"
5989-PGKJB,1,No,0,65,3511,,"(60, 70]","(3500, 4000]"
8272-ONJLV,1,No,0,41,5527,,"(40, 50]","(5500, 6000]"
1488-PBLJN,1,No,0,33,4055,,"(30, 40]","(4000, 4500]"
0308-GIQJT,1,No,0,54,4921,,"(50, 60]","(4500, 5000]"
3778-FOAQW,1,No,0,39,3573,,"(30, 40]","(3500, 4000]"
4452-ROHMO,1,No,0,38,2722,,"(30, 40]","(2500, 3000]"
3090-LETTY,1,No,0,78,3172,,"(70, 80]","(3000, 3500]"
5349-AZPEW,1,No,0,24,2071,,"(20, 30]","(2000, 2500]"
9720-JJJOR,1,No,0,50,4565,,"(40, 50]","(4500, 5000]"
8100-HZZLJ,1,No,0,55,4205,,"(50, 60]","(4000, 4500]"
8775-ERLNB,1,No,0,47,2968,,"(40, 50]","(2500, 3000]"
8309-IEYJD,1,No,0,25,2576,,"(20, 30]","(2500, 3000]"
7398-HPYZQ,1,No,0,23,5007,,"(20, 30]","(5000, 5500]"
3546-GHEAE,1,No,0,42,2600,,"(40, 50]","(2500, 3000]"
7361-YPXFS,1,No,0,37,3820,,"(30, 40]","(3500, 4000]"
6557-BZXLQ,1,No,0,63,5610,,"(60, 70]","(5500, 6000]"
2550-QHZGP,1,No,0,71,4271,,"(70, 80]","(4000, 4500]"
7519-JTWQH,1,No,0,33,4803,,"(30, 40]","(4500, 5000]"
2538-OIMXF,1,No,0,55,3065,,"(50, 60]","(3000, 3500]"
8543-MSDMF,1,No,0,24,5528,,"(20, 30]","(5500, 6000]"
1170-SASML,1,No,0,62,5976,,"(60, 70]","(5500, 6000]"
4872-JCVCA,1,No,0,22,4795,,"(20, 30]","(4500, 5000]"
5346-BZCHP,1,No,0,57,6408,,"(50, 60]","(6000, 6500]"
2038-LLMLM,1,No,0,78,4304,,"(70, 80]","(4000, 4500]"
1216-BGTSP,1,No,0,33,5093,,"(30, 40]","(5000, 5500]"
4138-NAXED,1,No,0,34,4121,,"(30, 40]","(4000, 4500]"
0744-BIKKF,1,No,0,67,4621,,"(60, 70]","(4500, 5000]"
7483-IQWIB,1,No,0,42,3462,,"(40, 50]","(3000, 3500]"
5248-KWLAR,1,No,0,28,6483,,"(20, 30]","(6000, 6500]"
7996-MHXLW,1,No,0,61,6141,,"(60, 70]","(6000, 6500]"
7833-PKIHD,1,No,0,52,6385,,"(50, 60]","(6000, 6500]"
7061-OVMIM,1,No,0,50,5203,,"(40, 50]","(5000, 5500]"
5153-RTHKF,1,No,0,78,3818,,"(70, 80]","(3500, 4000]"
1852-QSWCD,1,No,0,55,6281,,"(50, 60]","(6000, 6500]"
4832-VRBMR,1,No,0,51,6441,,"(50, 60]","(6000, 6500]"
9079-LWTFD,1,No,0,27,2508,,"(20, 30]","(2500, 3000]"
3392-EHMNK,1,No,0,58,4803,,"(50, 60]","(4500, 5000]"
5986-WWXDV,1,No,0,68,2607,,"(60, 70]","(2500, 3000]"
3061-BCKYI,1,No,0,34,3854,,"(30, 40]","(3500, 4000]"
7901-TBKJX,1,No,0,65,5514,,"(60, 70]","(5500, 6000]"
7228-PAQPD,1,No,0,58,5718,,"(50, 60]","(5500, 6000]"
7746-QYVCO,1,No,0,55,2464,,"(50, 60]","(2000, 2500]"
5804-HYIEZ,1,No,0,30,4583,,"(20, 30]","(4500, 5000]"
9919-FZDED,1,No,0,63,4671,,"(60, 70]","(4500, 5000]"
5934-TSSAU,1,No,0,49,5903,,"(40, 50]","(5500, 6000]"
3486-KHMLI,1,No,0,54,5403,,"(50, 60]","(5000, 5500]"
6784-XYJAE,1,No,0,25,4770,,"(20, 30]","(4500, 5000]"
3933-DQPWX,1,No,0,49,5174,,"(40, 50]","(5000, 5500]"
6661-EIPZC,1,No,0,36,3194,,"(30, 40]","(3000, 3500]"
8957-THMOA,1,No,0,27,4263,,"(20, 30]","(4000, 4500]"
2251-PYLPB,1,No,0,55,4766,,"(50, 60]","(4500, 5000]"
5555-RNPGT,1,No,0,36,5212,,"(30, 40]","(5000, 5500]"
1057-FOGLZ,1,No,0,20,4333,,"(10, 20]","(4000, 4500]"
8087-LGYHQ,1,No,0,42,3475,,"(40, 50]","(3000, 3500]"
4137-BTIKL,1,No,0,60,4766,,"(50, 60]","(4500, 5000]"
2190-BCXEC,1,No,0,45,5257,,"(40, 50]","(5000, 5500]"
6227-FBDXH,1,No,0,56,4237,,"(50, 60]","(4000, 4500]"
2911-WDXMV,1,No,0,37,5334,,"(30, 40]","(5000, 5500]"
7206-PQBBZ,1,No,0,29,2848,,"(20, 30]","(2500, 3000]"
4547-FZJWE,1,No,0,77,5712,,"(70, 80]","(5500, 6000]"
7422-WNBTY,1,No,0,40,3348,,"(30, 40]","(3000, 3500]"
0842-IWYCP,1,No,0,44,2626,,"(40, 50]","(2500, 3000]"
3521-HTQTV,1,No,0,46,2026,,"(40, 50]","(2000, 2500]"
3744-ZBHON,1,No,0,24,4369,,"(20, 30]","(4000, 4500]"
3373-DIUUN,1,No,0,70,3047,,"(60, 70]","(3000, 3500]"
8383-SGHJU,1,No,0,38,2853,,"(30, 40]","(2500, 3000]"
7607-QKKTJ,1,No,0,27,2719,,"(20, 30]","(2500, 3000]"
7707-PYBBH,1,No,0,52,2520,,"(50, 60]","(2500, 3000]"
8984-HPEMB,1,No,0,73,4296,,"(70, 80]","(4000, 4500]"
4139-DETXS,1,No,0,45,5265,,"(40, 50]","(5000, 5500]"
9779-DPNEJ,1,No,0,42,4732,,"(40, 50]","(4500, 5000]"
9805-FILKB,1,No,0,68,2325,,"(60, 70]","(2000, 2500]"
5793-YOLJN,1,No,0,24,5046,,"(20, 30]","(5000, 5500]"
0673-IGUQO,1,No,0,38,4845,,"(30, 40]","(4500, 5000]"
4123-FCVCB,1,No,0,70,5942,,"(60, 70]","(5500, 6000]"
8819-IMISP,1,No,0,49,4684,,"(40, 50]","(4500, 5000]"
8311-UEUAB,1,No,0,69,5420,,"(60, 70]","(5000, 5500]"
5858-EAFCZ,1,No,0,74,3498,,"(70, 80]","(3000, 3500]"
1163-ONYEY,1,No,0,61,2748,,"(60, 70]","(2500, 3000]"
5656-MJEFC,1,No,0,25,2673,,"(20, 30]","(2500, 3000]"
6082-OQFBA,1,No,0,70,5460,,"(60, 70]","(5000, 5500]"
8974-OVACP,1,No,0,31,3167,,"(30, 40]","(3000, 3500]"
4010-YLMVT,1,No,0,80,5056,,"(70, 80]","(5000, 5500]"
1379-FRVEB,1,No,0,48,4602,,"(40, 50]","(4500, 5000]"
8612-GXIDD,1,No,0,71,2219,,"(70, 80]","(2000, 2500]"
6288-CHQJB,1,No,0,57,5077,,"(50, 60]","(5000, 5500]"
8160-HOWOX,1,No,0,43,4858,,"(40, 50]","(4500, 5000]"
6648-INWPS,1,No,0,58,5271,,"(50, 60]","(5000, 5500]"
4223-BKEOR,1,No,0,51,3302,,"(50, 60]","(3000, 3500]"
4079-VTGLK,1,No,0,27,5610,,"(20, 30]","(5500, 6000]"
1763-WQFUK,1,No,0,43,5258,,"(40, 50]","(5000, 5500]"
1391-UBDAR,1,No,0,71,3042,,"(70, 80]","(3000, 3500]"
8894-JVDCV,1,No,0,43,6494,,"(40, 50]","(6000, 6500]"
2023-VQFDL,1,No,0,39,5379,,"(30, 40]","(5000, 5500]"
1345-GKDZZ,1,No,0,69,2309,,"(60, 70]","(2000, 2500]"
2014-MKGMH,1,No,0,54,4883,,"(50, 60]","(4500, 5000]"
5628-FCGYG,1,No,0,69,4649,,"(60, 70]","(4500, 5000]"
2560-WBWXF,1,No,0,70,5987,,"(60, 70]","(5500, 6000]"
0248-IPDFW,1,No,0,57,5617,,"(50, 60]","(5500, 6000]"
7978-DKUQH,1,No,0,35,4591,,"(30, 40]","(4500, 5000]"
4335-UPJSI,1,No,0,43,2639,,"(40, 50]","(2500, 3000]"
1784-EZDKJ,1,No,0,33,4640,,"(30, 40]","(4500, 5000]"
9297-FVVDH,1,No,0,41,5928,,"(40, 50]","(5500, 6000]"
8007-YYPWD,1,No,0,43,5218,,"(40, 50]","(5000, 5500]"
7101-HRBLJ,1,No,0,36,4592,,"(30, 40]","(4500, 5000]"
6635-CPNUN,1,No,0,43,5530,,"(40, 50]","(5500, 6000]"
5453-YBTWV,1,No,0,62,4226,,"(60, 70]","(4000, 4500]"
5039-LZRQT,1,No,0,34,2953,,"(30, 40]","(2500, 3000]"
2931-VUVJN,1,No,0,30,5061,,"(20, 30]","(5000, 5500]"
6418-PIQSP,1,No,0,31,4684,,"(30, 40]","(4500, 5000]"
8220-OCUFY,1,No,0,25,4870,,"(20, 30]","(4500, 5000]"
3995-WFCSM,1,No,0,54,3796,,"(50, 60]","(3500, 4000]"
1895-QTKDO,1,No,0,20,5684,,"(10, 20]","(5500, 6000]"
2038-OEQZH,1,No,0,55,3653,,"(50, 60]","(3500, 4000]"
1178-PZGAB,1,No,0,78,5586,,"(70, 80]","(5500, 6000]"
2626-VEEWG,1,No,0,70,4890,,"(60, 70]","(4500, 5000]"
2878-RMWXY,1,No,0,66,4680,,"(60, 70]","(4500, 5000]"
1657-DYMBM,1,No,0,61,4157,,"(60, 70]","(4000, 4500]"
7311-MQJCH,1,No,0,47,2575,,"(40, 50]","(2500, 3000]"
7375-WMVMT,1,No,0,80,6412,,"(70, 80]","(6000, 6500]"
1136-XGEQU,1,No,0,43,4625,,"(40, 50]","(4500, 5000]"
2530-FMFXO,1,No,0,55,4478,,"(50, 60]","(4000, 4500]"
6844-DZKRF,1,No,0,59,4697,,"(50, 60]","(4500, 5000]"
5970-GHJAW,1,No,0,75,3574,,"(70, 80]","(3500, 4000]"
8879-XUAHX,1,No,0,47,6124,,"(40, 50]","(6000, 6500]"
3689-MOZGR,1,No,0,39,4761,,"(30, 40]","(4500, 5000]"
4195-PNGZS,1,No,0,39,5295,,"(30, 40]","(5000, 5500]"
5003-XZWWO,1,No,0,33,4753,,"(30, 40]","(4500, 5000]"
7622-FWGEW,1,No,0,70,6500,,"(60, 70]","(6000, 6500]"
6922-NCEDI,1,No,0,23,6473,,"(20, 30]","(6000, 6500]"
9891-NQDBD,1,No,0,39,3493,,"(30, 40]","(3000, 3500]"
6131-IUNXN,1,No,0,64,3636,,"(60, 70]","(3500, 4000]"
8548-AWOFC,1,No,0,72,5956,,"(70, 80]","(5500, 6000]"
9798-DRYDS,1,No,0,27,4759,,"(20, 30]","(4500, 5000]"
8532-UEFWH,1,No,0,21,4676,,"(20, 30]","(4500, 5000]"
6296-DDOOR,1,No,0,73,4033,,"(70, 80]","(4000, 4500]"
7951-VRDVK,1,No,0,64,4898,,"(60, 70]","(4500, 5000]"
4815-YOSUK,1,No,0,35,4927,,"(30, 40]","(4500, 5000]"
0380-NEAVX,1,No,0,71,5626,,"(70, 80]","(5500, 6000]"
4365-MSDYN,1,No,0,31,4909,,"(30, 40]","(4500, 5000]"
7036-TYDEC,1,No,0,63,5902,,"(60, 70]","(5500, 6000]"
5802-ADBRC,1,No,0,26,6100,,"(20, 30]","(6000, 6500]"
8076-FEZKJ,1,No,0,80,5039,,"(70, 80]","(5000, 5500]"
5197-YPYBZ,1,No,0,49,2646,,"(40, 50]","(2500, 3000]"
4312-GVYNH,1,No,0,26,5460,,"(20, 30]","(5000, 5500]"
8495-LJDFO,1,No,0,26,5780,,"(20, 30]","(5500, 6000]"
0839-JTCUD,1,No,0,20,4082,,"(10, 20]","(4000, 4500]"
5494-WOZRZ,1,No,0,72,5770,,"(70, 80]","(5500, 6000]"
1302-UHBDD,1,No,0,33,4812,,"(30, 40]","(4500, 5000]"
2234-EOFPT,1,No,0,55,4278,,"(50, 60]","(4000, 4500]"
8619-IJNDK,1,No,0,71,4374,,"(70, 80]","(4000, 4500]"
8378-LKJAF,1,No,0,34,3738,,"(30, 40]","(3500, 4000]"
1153-GNOLC,1,No,0,40,2855,,"(30, 40]","(2500, 3000]"
3298-QEICA,1,No,0,73,4445,,"(70, 80]","(4000, 4500]"
0788-DXBFY,1,No,0,72,4801,,"(70, 80]","(4500, 5000]"
3597-YASZG,1,No,0,27,5004,,"(20, 30]","(5000, 5500]"
3496-LFSZU,1,No,0,68,2896,,"(60, 70]","(2500, 3000]"
5242-UOWHD,1,No,0,62,4210,,"(60, 70]","(4000, 4500]"
6479-SZPLM,1,No,0,39,5745,,"(30, 40]","(5500, 6000]"
8097-VBQTZ,1,No,0,65,6092,,"(60, 70]","(6000, 6500]"
4500-HKANN,1,No,0,49,3464,,"(40, 50]","(3000, 3500]"
9917-KWRBE,1,No,0,44,2894,,"(40, 50]","(2500, 3000]"
3420-ZDBMA,1,No,0,36,5171,,"(30, 40]","(5000, 5500]"
2212-LYASK,1,No,0,49,2068,,"(40, 50]","(2000, 2500]"
1393-IMKZG,1,No,0,23,3270,,"(20, 30]","(3000, 3500]"
8069-RHUXK,1,No,0,25,5655,,"(20, 30]","(5500, 6000]"
3398-GCPMU,1,No,0,25,4993,,"(20, 30]","(4500, 5000]"
2908-WGAXL,1,No,0,76,5243,,"(70, 80]","(5000, 5500]"
3378-AJRAO,1,No,0,58,5331,,"(50, 60]","(5000, 5500]"
1013-QCWAM,1,No,0,32,5469,,"(30, 40]","(5000, 5500]"
6050-FFXES,1,No,0,34,5268,,"(30, 40]","(5000, 5500]"
0362-RAOQO,1,No,0,75,3878,,"(70, 80]","(3500, 4000]"
9554-DFKIC,1,No,0,38,2613,,"(30, 40]","(2500, 3000]"
5527-ACHSO,1,No,0,75,5541,,"(70, 80]","(5500, 6000]"
0829-DDVLK,1,No,0,71,4359,,"(70, 80]","(4000, 4500]"
1399-UBQIU,1,No,0,47,2288,,"(40, 50]","(2000, 2500]"
1813-JLKWR,1,No,0,31,5384,,"(30, 40]","(5000, 5500]"
0336-PIKEI,1,No,0,58,5590,,"(50, 60]","(5500, 6000]"
7322-OCWHC,1,No,0,39,4988,,"(30, 40]","(4500, 5000]"
9537-VHDTA,1,No,0,51,3699,,"(50, 60]","(3500, 4000]"
4957-TIALW,1,No,0,28,2976,,"(20, 30]","(2500, 3000]"
2054-PJOCK,1,No,0,52,4159,,"(50, 60]","(4000, 4500]"
9150-HEPMB,1,No,0,63,4753,,"(60, 70]","(4500, 5000]"
9030-QGZNL,1,No,0,23,4249,,"(20, 30]","(4000, 4500]"
3126-WQMGH,1,No,0,40,5224,,"(30, 40]","(5000, 5500]"
7176-WRTNX,1,No,0,26,4511,,"(20, 30]","(4500, 5000]"
5732-IKGQH,1,No,0,78,5490,,"(70, 80]","(5000, 5500]"
9239-GZHZE,1,No,0,79,6469,,"(70, 80]","(6000, 6500]"
7205-BAIAD,1,No,0,27,3091,,"(20, 30]","(3000, 3500]"
0093-EXYQL,1,No,0,59,5742,,"(50, 60]","(5500, 6000]"
8064-RAVOH,1,No,0,49,5323,,"(40, 50]","(5000, 5500]"
0219-QAERP,1,No,0,74,4006,,"(70, 80]","(4000, 4500]"
9168-INPSZ,1,No,0,32,2944,,"(30, 40]","(2500, 3000]"
0015-UOCOJ,1,No,0,34,5525,,"(30, 40]","(5500, 6000]"
5334-AFQJB,1,No,0,74,5751,,"(70, 80]","(5500, 6000]"
2754-SDJRD,1,No,0,42,5157,,"(40, 50]","(5000, 5500]"
8963-JLGJT,1,No,0,36,4648,,"(30, 40]","(4500, 5000]"
1465-LNTLJ,1,No,0,78,4537,,"(70, 80]","(4500, 5000]"
2135-DQWAQ,1,No,0,67,2689,,"(60, 70]","(2500, 3000]"
4056-QHXHZ,1,No,0,28,5246,,"(20, 30]","(5000, 5500]"
7401-JIXNM,1,No,0,27,5907,,"(20, 30]","(5500, 6000]"
9339-FIIJL,1,No,0,62,6450,,"(60, 70]","(6000, 6500]"
4706-DGAHW,1,No,0,44,4576,,"(40, 50]","(4500, 5000]"
6670-MFRPK,1,No,0,63,4072,,"(60, 70]","(4000, 4500]"
6177-PEVRA,1,No,0,48,4975,,"(40, 50]","(4500, 5000]"
4813-HQMGZ,1,No,0,76,4969,,"(70, 80]","(4500, 5000]"
7579-KKLOE,1,No,0,30,5529,,"(20, 30]","(5500, 6000]"
8402-EIVQS,1,No,0,31,4078,,"(30, 40]","(4000, 4500]"
4947-DSMXK,1,No,0,39,5789,,"(30, 40]","(5500, 6000]"
7245-NIIWQ,1,No,0,40,4764,,"(30, 40]","(4500, 5000]"
0002-ORFBO,1,No,0,65,2205,,"(60, 70]","(2000, 2500]"
3324-OIRTO,1,No,0,74,6101,,"(70, 80]","(6000, 6500]"
5414-OFQCB,1,No,0,24,5076,,"(20, 30]","(5000, 5500]"
4967-WPNCF,1,No,0,46,4921,,"(40, 50]","(4500, 5000]"
8552-OBVRU,1,No,0,71,3847,,"(70, 80]","(3500, 4000]"
8499-BRXTD,1,No,0,57,5586,,"(50, 60]","(5500, 6000]"
9154-QDGTH,1,No,0,60,3927,,"(50, 60]","(3500, 4000]"
8197-BFWVU,1,No,0,28,5197,,"(20, 30]","(5000, 5500]"
2577-GVSIL,1,No,0,66,4719,,"(60, 70]","(4500, 5000]"
9367-OIUXP,1,No,0,76,4676,,"(70, 80]","(4500, 5000]"
6770-UAYGJ,1,No,0,35,5616,,"(30, 40]","(5500, 6000]"
6463-HHXJR,1,No,0,41,4080,,"(40, 50]","(4000, 4500]"
7928-VJYAB,1,No,0,65,2004,,"(60, 70]","(2000, 2500]"
1187-WILMM,1,No,0,80,5004,,"(70, 80]","(5000, 5500]"
9776-OJUZI,1,No,0,62,4168,,"(60, 70]","(4000, 4500]"
1306-RPWXZ,1,No,0,20,4784,,"(10, 20]","(4500, 5000]"
3097-PYWXL,1,No,0,26,2951,,"(20, 30]","(2500, 3000]"
2266-SJNAT,1,No,0,46,4807,,"(40, 50]","(4500, 5000]"
0869-PAPRP,1,No,0,23,3935,,"(20, 30]","(3500, 4000]"
4238-JSSWH,1,No,0,35,3199,,"(30, 40]","(3000, 3500]"
2972-YDYUW,1,No,0,70,4507,,"(60, 70]","(4500, 5000]"
1104-FEJAM,1,No,0,48,2434,,"(40, 50]","(2000, 2500]"
2809-ILCYT,1,No,0,78,3428,,"(70, 80]","(3000, 3500]"
5499-ECUTN,1,No,0,73,3404,,"(70, 80]","(3000, 3500]"
4981-FLTMF,1,No,0,76,4491,,"(70, 80]","(4000, 4500]"
9121-PHQSR,1,No,0,80,3739,,"(70, 80]","(3500, 4000]"
3113-IWHLC,1,No,0,69,2612,,"(60, 70]","(2500, 3000]"
4277-BWBML,1,No,0,56,5092,,"(50, 60]","(5000, 5500]"
0234-TEVTT,1,No,0,21,5269,,"(20, 30]","(5000, 5500]"
4304-TSPVK,1,No,0,77,5782,,"(70, 80]","(5500, 6000]"
1552-AAGRX,1,No,0,35,5503,,"(30, 40]","(5500, 6000]"
2637-FKFSY,1,No,0,39,4047,,"(30, 40]","(4000, 4500]"
9796-MVYXX,1,No,0,47,3162,,"(40, 50]","(3000, 3500]"
7874-ECPQJ,1,No,0,57,4462,,"(50, 60]","(4000, 4500]"
0020-INWCK,1,No,0,26,4865,,"(20, 30]","(4500, 5000]"
7089-RKVSZ,1,No,0,35,2028,,"(30, 40]","(2000, 2500]"
2683-JXWQQ,1,No,0,64,6495,,"(60, 70]","(6000, 6500]"
9548-ZMVTX,1,No,0,35,4461,,"(30, 40]","(4000, 4500]"
8739-XNIKG,1,No,0,54,4456,,"(50, 60]","(4000, 4500]"
9755-JHNMN,1,No,0,66,5075,,"(60, 70]","(5000, 5500]"
3981-QSVQI,1,No,0,22,5498,,"(20, 30]","(5000, 5500]"
2789-HQBOU,1,No,0,51,4203,,"(50, 60]","(4000, 4500]"
9424-CMPOG,1,No,0,65,4406,,"(60, 70]","(4000, 4500]"
5067-WJEUN,1,No,0,57,6005,,"(50, 60]","(6000, 6500]"
3450-WXOAT,1,No,0,75,3150,,"(70, 80]","(3000, 3500]"
9251-WNSOD,1,No,0,25,4931,,"(20, 30]","(4500, 5000]"
6974-DAFLI,1,No,0,28,4888,,"(20, 30]","(4500, 5000]"
2616-UUTFK,1,No,0,75,4959,,"(70, 80]","(4500, 5000]"
7064-JHXCE,1,No,0,63,6444,,"(60, 70]","(6000, 6500]"
7989-AWGEH,1,No,0,39,4810,,"(30, 40]","(4500, 5000]"
4373-VVHQL,1,No,0,59,5479,,"(50, 60]","(5000, 5500]"
4559-UWIHT,1,No,0,79,4965,,"(70, 80]","(4500, 5000]"
7268-IGMFD,1,No,0,47,3728,,"(40, 50]","(3500, 4000]"
6650-BWFRT,1,No,0,41,4743,,"(40, 50]","(4500, 5000]"
9570-KYEUA,1,No,0,59,5213,,"(50, 60]","(5000, 5500]"
6993-YGFJV,1,No,0,52,5532,,"(50, 60]","(5500, 6000]"
2712-SYWAY,1,No,0,54,5249,,"(50, 60]","(5000, 5500]"
0730-BGQGF,1,No,0,63,6291,,"(60, 70]","(6000, 6500]"
5498-IBWPI,1,No,0,59,5232,,"(50, 60]","(5000, 5500]"
9101-NTIXF,1,No,0,56,3954,,"(50, 60]","(3500, 4000]"
0013-SMEOE,1,No,0,26,5011,,"(20, 30]","(5000, 5500]"
9314-QDMDW,1,No,0,58,2738,,"(50, 60]","(2500, 3000]"
9308-ANMVE,1,No,0,52,5491,,"(50, 60]","(5000, 5500]"
3413-DHLPB,1,No,0,53,6237,,"(50, 60]","(6000, 6500]"
7649-PHJVR,1,No,0,28,5825,,"(20, 30]","(5500, 6000]"
6114-TCFID,1,No,0,29,5103,,"(20, 30]","(5000, 5500]"
3787-TRIAL,1,No,0,44,4302,,"(40, 50]","(4000, 4500]"
2573-GYRUU,1,No,0,60,3594,,"(50, 60]","(3500, 4000]"
5156-UMKOW,1,No,0,69,5880,,"(60, 70]","(5500, 6000]"
1247-QBVSH,1,No,0,49,5284,,"(40, 50]","(5000, 5500]"
6734-GMPVK,1,No,0,66,4024,,"(60, 70]","(4000, 4500]"
9822-OAOVB,1,No,0,45,5286,,"(40, 50]","(5000, 5500]"
6161-ERDGD,1,No,0,32,5280,,"(30, 40]","(5000, 5500]"
1226-JZNKR,1,No,0,51,5698,,"(50, 60]","(5500, 6000]"
7318-EIVKO,1,No,0,54,3003,,"(50, 60]","(3000, 3500]"
3771-PZOBW,1,No,0,77,2927,,"(70, 80]","(2500, 3000]"
8231-BSWXX,1,No,0,38,5466,,"(30, 40]","(5000, 5500]"
6486-LHTMA,1,No,0,34,2364,,"(30, 40]","(2000, 2500]"
4083-BFNYK,1,No,0,71,5148,,"(70, 80]","(5000, 5500]"
7389-KBFIT,1,No,0,61,4387,,"(60, 70]","(4000, 4500]"
7176-WIONM,1,No,0,24,2873,,"(20, 30]","(2500, 3000]"
5141-ZUVBH,1,No,0,40,2267,,"(30, 40]","(2000, 2500]"
1089-HDMKP,1,No,0,40,4143,,"(30, 40]","(4000, 4500]"
7623-HKYRK,1,No,0,44,2276,,"(40, 50]","(2000, 2500]"
0310-SUCIN,1,No,0,28,5643,,"(20, 30]","(5500, 6000]"
5197-PYEPU,1,No,0,63,5643,,"(60, 70]","(5500, 6000]"
6619-RPLQZ,1,No,0,32,2844,,"(30, 40]","(2500, 3000]"
3275-RHRNE,1,No,0,80,2797,,"(70, 80]","(2500, 3000]"
3503-TYDAY,1,No,0,35,5357,,"(30, 40]","(5000, 5500]"
6901-GOGZG,1,No,0,41,4104,,"(40, 50]","(4000, 4500]"
7021-XSNYE,1,No,0,60,2750,,"(50, 60]","(2500, 3000]"
9621-OUPYD,1,No,0,23,4129,,"(20, 30]","(4000, 4500]"
8982-NHAVY,1,No,0,50,5939,,"(40, 50]","(5500, 6000]"
4307-KWMXE,1,No,0,59,2263,,"(50, 60]","(2000, 2500]"
