CustomerID,Count,Gender,Senior Citizen,Partner,Dependents
9661-MHUMO,1,Male,Yes,Yes,Yes
1842-EZJMK,1,Male,No,Yes,No
8079-XRJRS,1,Male,No,Yes,No
8073-IJDCM,1,Female,No,No,No
8884-ADFVN,1,Male,Yes,Yes,No
2720-WGKHP,1,Male,Yes,No,No
2869-ADAWR,1,Female,No,No,No
9894-EZEWG,1,Female,No,No,No
7851-FLGGQ,1,Male,No,No,No
0637-UBJRP,1,Male,No,Yes,No
0940-OUQEC,1,Male,No,No,No
0702-PGIBZ,1,Male,No,No,No
1963-VAUKV,1,Female,No,No,No
3058-HJCUY,1,Male,No,Yes,No
3259-FDWOY,1,Male,No,Yes,No
0807-ZABDG,1,Female,No,No,Yes
5748-RNCJT,1,Male,No,No,No
7739-LAXOG,1,Female,No,Yes,No
9776-CLUJA,1,Female,Yes,Yes,No
6034-ZRYCV,1,Female,No,Yes,No
2079-FBMZK,1,Female,No,No,No
6608-QQLVK,1,Male,No,No,No
3551-HUAZH,1,Male,Yes,No,No
6302-JGYRJ,1,Male,No,No,No
3685-YLCMQ,1,Male,No,No,No
8634-MPHTR,1,Male,Yes,Yes,No
8761-NSOBC,1,Male,No,No,No
8413-VONUO,1,Male,No,No,No
9223-UCPVT,1,Female,No,No,No
4351-QLCSU,1,Female,No,No,No
5419-JPRRN,1,Male,No,No,No
2100-BDNSN,1,Female,No,Yes,No
0488-GSLFR,1,Female,No,No,No
9318-NKNFC,1,Male,No,No,No
9728-FTTVZ,1,Female,No,No,No
7254-IQWOZ,1,Male,No,No,No
2474-BRUCM,1,Male,Yes,Yes,No
0742-NXBGR,1,Female,No,No,No
6110-OHIHY,1,Male,No,No,No
5889-LFOLL,1,Female,No,No,No
5708-EVONK,1,Female,No,Yes,No
8708-XPXHZ,1,Female,No,Yes,No
0616-ATFGB,1,Male,Yes,Yes,No
7016-BPGEU,1,Female,No,No,No
6876-ADESB,1,Male,No,No,Yes
1963-SVUCV,1,Male,No,No,No
0220-EBGCE,1,Male,No,No,No
2754-VDLTR,1,Male,No,No,No
3190-XFANI,1,Male,No,No,No
7551-DACSP,1,Male,No,Yes,Yes
7235-NXZCP,1,Male,Yes,No,No
0520-FDVVT,1,Male,No,No,No
1444-VVSGW,1,Male,No,Yes,No
5712-PTIWW,1,Male,No,No,No
3315-TOTBP,1,Male,No,No,No
6661-HBGWL,1,Female,Yes,No,No
1518-VOWAV,1,Female,No,No,No
5909-ECHUI,1,Female,No,No,No
1309-BXVOQ,1,Male,No,Yes,No
9317-WZPGV,1,Female,Yes,No,No
2856-HYAPG,1,Female,No,No,No
4488-PSYCG,1,Male,No,No,No
3621-CEOVK,1,Female,Yes,Yes,No
6906-ANDWJ,1,Male,No,Yes,No
1031-IIDEO,1,Female,No,No,No
5832-XKAES,1,Male,No,No,No
4701-AHWMW,1,Male,No,Yes,No
9210-IAHGH,1,Female,No,No,No
0023-XUOPT,1,Female,No,Yes,No
4592-IWTJI,1,Female,No,Yes,Yes
7632-MNYOY,1,Male,Yes,No,No
6518-LGAOV,1,Female,No,Yes,No
7242-QZLXF,1,Male,No,No,Yes
4576-CSAJH,1,Male,No,No,No
1000-AJSLD,1,Male,No,No,No
1062-LHZOD,1,Male,No,Yes,No
9600-NAXZN,1,Male,No,No,No
6457-USBER,1,Male,No,No,No
4662-EKDPQ,1,Male,No,No,No
9248-OJYKK,1,Male,Yes,No,No
3398-FSHON,1,Female,Yes,No,No
3319-DWOEP,1,Male,Yes,Yes,No
9259-PACGQ,1,Female,No,Yes,No
4415-IJZTP,1,Female,No,No,No
1465-VINDH,1,Female,No,Yes,No
2810-FTLEM,1,Female,No,No,No
1925-TIBLE,1,Female,No,Yes,No
0818-OCPZO,1,Male,Yes,No,No
1447-GIQMR,1,Male,No,Yes,No
0872-NXJYS,1,Female,No,No,No
9412-ARGBX,1,Female,No,No,No
1389-CXMLU,1,Male,Yes,No,No
5561-NWEVX,1,Female,Yes,Yes,No
2737-WFVYW,1,Female,No,No,No
2272-QAGFO,1,Female,Yes,No,No
9850-OWRHQ,1,Female,No,Yes,No
3768-NLUBH,1,Male,Yes,Yes,No
8676-TRMJS,1,Male,No,No,No
7359-SSBJK,1,Female,Yes,No,No
0685-MLYYM,1,Female,Yes,No,No
8182-PNAGI,1,Male,No,No,No
7957-RYHQD,1,Female,Yes,No,No
2180-DXNEG,1,Female,No,No,No
5515-AKOAJ,1,Female,No,No,No
8976-OQHGT,1,Female,No,Yes,Yes
6230-BSUXY,1,Female,Yes,No,No
5294-CDGWY,1,Male,No,Yes,No
5295-PCJOO,1,Male,No,No,Yes
9863-JZAIC,1,Male,No,No,No
7660-HDPJV,1,Female,No,No,No
7931-PXHFC,1,Male,No,No,No
3990-QYKBE,1,Male,Yes,Yes,No
4919-MOAVT,1,Male,No,No,No
3090-HAWSU,1,Male,No,No,No
9820-RMCQV,1,Female,No,No,No
7839-QRKXN,1,Female,No,No,No
5204-QZXPU,1,Male,No,No,No
4597-ELFTS,1,Male,No,No,No
8450-JOVAH,1,Male,No,Yes,Yes
1113-IUJYX,1,Female,No,Yes,No
9274-CNFMO,1,Male,Yes,Yes,No
7758-XKCBS,1,Male,No,No,No
8992-JQYUN,1,Male,No,Yes,No
0617-AQNWT,1,Female,No,Yes,No
2446-PLQVO,1,Male,No,No,No
3005-NFMTA,1,Male,Yes,No,No
8784-CGILN,1,Female,No,No,No
5389-FFVKB,1,Male,Yes,Yes,No
8444-WRIDW,1,Female,Yes,No,No
9451-LPGOO,1,Male,No,No,No
5868-YWPDW,1,Male,Yes,Yes,No
2025-JKFWI,1,Male,No,No,No
4078-SAYYN,1,Female,No,No,No
9940-HPQPG,1,Female,No,Yes,No
6618-RYATB,1,Female,No,No,No
9079-YEXQJ,1,Female,No,No,No
2685-SREOM,1,Female,No,Yes,No
0402-CQAJN,1,Female,No,No,No
6692-UDPJC,1,Female,No,Yes,Yes
1273-MTETI,1,Female,Yes,No,No
5480-HPRRX,1,Female,Yes,No,No
0295-PPHDO,1,Male,No,No,No
1195-OIYEJ,1,Male,No,No,No
5906-CVLHP,1,Female,No,Yes,No
4501-EQDRN,1,Female,No,No,No
2990-HWIML,1,Female,No,No,No
7384-GHBPI,1,Male,No,Yes,No
7603-USHJS,1,Male,No,No,Yes
7234-FECYN,1,Female,Yes,No,No
5876-HZVZM,1,Female,No,Yes,Yes
1400-MMYXY,1,Male,Yes,Yes,No
3085-QUOZK,1,Female,No,No,No
3926-CUQZX,1,Male,No,No,No
1041-RXHRA,1,Female,No,No,No
1750-CSKKM,1,Male,No,No,Yes
7142-HVGBG,1,Male,Yes,Yes,No
8267-ZNYVZ,1,Female,No,Yes,No
6457-GIRWB,1,Male,No,No,No
1450-SKCVI,1,Female,No,No,No
5570-PTWEH,1,Female,No,Yes,No
6502-MJQAE,1,Male,No,No,No
7693-LCKZL,1,Male,No,Yes,Yes
0032-PGELS,1,Female,No,Yes,Yes
6797-LNAQX,1,Male,No,Yes,No
6394-MFYNG,1,Female,No,No,No
1564-NTYXF,1,Female,Yes,No,No
8155-IBNHG,1,Female,No,Yes,No
0886-QGENL,1,Female,Yes,Yes,No
8739-WWKDU,1,Male,Yes,No,No
8685-WHQPW,1,Female,Yes,No,No
4745-LSPLO,1,Male,No,No,No
8083-YTZES,1,Male,No,No,No
7240-FQLHE,1,Female,Yes,Yes,No
6664-FPDAC,1,Female,Yes,No,No
0786-VSSUD,1,Male,Yes,No,No
3976-BWUCK,1,Female,No,Yes,No
3585-ISXZP,1,Female,No,No,No
6583-QGCSI,1,Female,Yes,Yes,No
4174-LPGTI,1,Female,No,Yes,No
2108-XWMPY,1,Male,No,No,No
6304-IJFSQ,1,Male,No,No,No
0093-XWZFY,1,Male,No,No,No
1980-KXVPM,1,Female,Yes,No,No
7703-ZEKEF,1,Male,No,No,No
0723-DRCLG,1,Female,Yes,Yes,No
5482-NUPNA,1,Female,No,No,No
1122-JWTJW,1,Male,No,Yes,Yes
1699-HPSBG,1,Male,No,No,No
8775-CEBBJ,1,Female,No,No,No
6894-LFHLY,1,Male,Yes,No,No
0639-TSIQW,1,Female,No,No,No
8361-LTMKD,1,Male,Yes,Yes,No
7590-VHVEG,1,Female,No,Yes,No
5575-GNVDE,1,Male,No,No,No
7795-CFOCW,1,Male,No,No,No
1452-KIOVK,1,Male,No,No,Yes
6713-OKOMC,1,Female,No,No,No
6388-TABGU,1,Male,No,No,No
9763-GRSKD,1,Male,No,Yes,Yes
7469-LKBCI,1,Male,No,No,No
8091-TTVAX,1,Male,No,Yes,No
5129-JLPIS,1,Male,No,No,No
3655-SNQYZ,1,Female,No,Yes,No
8191-XWSZG,1,Female,No,No,No
9959-WOFKT,1,Male,No,No,No
4183-MYFRB,1,Female,No,No,No
1680-VDCWW,1,Male,No,Yes,No
3638-WEABW,1,Female,No,Yes,No
6322-HRPFA,1,Male,No,Yes,Yes
6865-JZNKO,1,Female,No,No,No
5248-YGIJN,1,Male,No,Yes,No
3841-NFECX,1,Female,Yes,Yes,No
4929-XIHVW,1,Male,Yes,Yes,No
6827-IEAUQ,1,Female,No,Yes,No
7310-EGVHZ,1,Male,No,No,No
3413-BMNZE,1,Male,Yes,No,No
6234-RAAPL,1,Female,No,Yes,No
6572-ADKRS,1,Female,No,No,No
8865-TNMNX,1,Male,No,Yes,No
9489-DEDVP,1,Female,No,Yes,No
9867-JCZSP,1,Female,No,Yes,No
4671-VJLCL,1,Female,No,No,No
4080-IIARD,1,Female,No,Yes,No
3714-NTNFO,1,Female,No,No,No
5948-UJZLF,1,Male,No,No,No
7639-LIAYI,1,Male,No,No,No
2954-PIBKO,1,Female,No,Yes,No
8012-SOUDQ,1,Female,Yes,No,No
6575-SUVOI,1,Female,Yes,Yes,No
4667-QONEA,1,Female,Yes,Yes,No
8769-KKTPH,1,Female,No,Yes,No
5067-XJQFU,1,Male,Yes,Yes,No
3957-SQXML,1,Female,No,Yes,No
5954-BDFSG,1,Female,No,No,No
0434-CSFON,1,Female,No,Yes,No
1215-FIGMP,1,Male,No,No,No
0526-SXDJP,1,Male,No,Yes,No
0557-ASKVU,1,Female,No,Yes,No
5122-CYFXA,1,Female,No,No,No
8627-ZYGSZ,1,Male,No,Yes,No
3410-YOQBQ,1,Female,No,No,No
3170-NMYVV,1,Female,No,Yes,No
7410-OIEDU,1,Male,No,No,No
2273-QCKXA,1,Male,No,No,No
0731-EBJQB,1,Female,No,Yes,No
1891-QRQSA,1,Male,Yes,Yes,No
8028-PNXHQ,1,Male,No,Yes,No
5630-AHZIL,1,Female,No,No,Yes
2673-CXQEU,1,Female,Yes,No,No
6416-JNVRK,1,Female,No,No,No
5590-ZSKRV,1,Female,No,Yes,Yes
0191-ZHSKZ,1,Male,Yes,No,No
3887-PBQAO,1,Female,No,Yes,No
8108-UXRQN,1,Female,No,Yes,Yes
9919-YLNNG,1,Female,No,No,No
0318-ZOPWS,1,Female,No,Yes,No
4445-ZJNMU,1,Male,No,No,No
4808-YNLEU,1,Female,No,Yes,No
1862-QRWPE,1,Female,No,Yes,No
2796-NNUFI,1,Female,No,Yes,No
3016-KSVCP,1,Male,No,Yes,No
4767-HZZHQ,1,Male,No,Yes,Yes
2424-WVHPL,1,Male,Yes,No,No
7233-PAHHL,1,Male,No,Yes,No
6067-NGCEU,1,Female,No,No,No
9848-JQJTX,1,Male,No,No,No
9803-FTJCG,1,Male,No,Yes,No
3212-KXOCR,1,Male,No,No,No
6380-ARCEH,1,Male,No,No,No
3679-XASPY,1,Female,No,Yes,Yes
7123-WQUHX,1,Male,No,No,No
5386-THSLQ,1,Female,Yes,Yes,No
6180-YBIQI,1,Male,No,No,No
6728-DKUCO,1,Female,No,Yes,No
9750-BOOHV,1,Female,No,No,No
8597-CWYHH,1,Male,No,No,No
2848-YXSMW,1,Male,No,Yes,No
4549-ZDQYY,1,Female,No,No,No
5712-AHQNN,1,Female,No,No,No
5256-SKJGO,1,Female,No,Yes,No
3071-VBYPO,1,Male,No,Yes,Yes
9560-BBZXK,1,Female,No,No,No
8402-OOOHJ,1,Female,No,No,No
9445-ZUEQE,1,Male,No,Yes,Yes
1091-SOZGA,1,Female,No,Yes,No
2928-HLDBA,1,Female,No,No,No
6497-TILVL,1,Female,No,Yes,Yes
7219-TLZHO,1,Female,No,Yes,Yes
4622-YNKIJ,1,Male,No,No,No
6734-PSBAW,1,Male,No,Yes,No
3930-ZGWVE,1,Male,No,No,No
2639-UGMAZ,1,Male,Yes,No,No
2876-GZYZC,1,Female,No,No,No
8587-XYZSF,1,Male,No,No,No
7799-LGRDP,1,Female,No,No,No
7850-VWJUU,1,Female,No,No,No
3774-VBNXY,1,Female,No,Yes,No
6217-KDYWC,1,Male,No,No,No
3146-MSEGF,1,Female,Yes,Yes,No
1095-WGNGG,1,Female,No,Yes,No
2636-SJDOU,1,Male,No,No,No
1131-QQZEB,1,Male,Yes,Yes,No
5716-EZXZN,1,Female,No,Yes,No
6837-BJYDQ,1,Male,No,No,No
6440-DKQGE,1,Male,No,No,No
3466-BYAVD,1,Male,No,Yes,Yes
3780-YVMFA,1,Female,No,Yes,Yes
1679-JRFBR,1,Female,No,Yes,No
9073-ZZIAY,1,Male,No,Yes,No
3077-RSNTJ,1,Female,No,Yes,Yes
6551-GNYDG,1,Female,No,Yes,Yes
9167-APMXZ,1,Female,No,No,No
2749-CTKAJ,1,Male,No,Yes,No
6371-NZYEG,1,Male,No,Yes,No
7554-NEWDD,1,Male,No,No,No
8992-VONJD,1,Female,No,No,Yes
4482-EWFMI,1,Female,No,No,No
4648-YPBTM,1,Male,No,No,No
2907-ILJBN,1,Female,No,Yes,No
6345-FZOQH,1,Male,No,Yes,No
5997-OPVFA,1,Male,No,Yes,No
1159-WFSGR,1,Female,No,Yes,Yes
7654-YWJUF,1,Male,No,Yes,No
6727-IOTLZ,1,Male,No,Yes,No
5918-VUKWP,1,Female,No,No,No
1744-JHKYS,1,Female,No,Yes,No
5947-SGKCL,1,Female,No,Yes,Yes
3712-PKXZA,1,Male,No,Yes,No
6582-OIVSP,1,Female,No,No,No
5524-KHNJP,1,Male,No,Yes,No
4827-USJHP,1,Male,No,No,No
8167-GJLRN,1,Male,No,No,No
0956-SYCWG,1,Female,No,No,No
8017-UVSZU,1,Female,No,Yes,No
7100-FQPRV,1,Male,No,Yes,No
2984-RGEYA,1,Female,No,Yes,No
9680-NIAUV,1,Female,No,Yes,No
2146-EGVDT,1,Male,No,Yes,No
2604-IJPDU,1,Female,No,Yes,No
9178-JHUVJ,1,Male,No,Yes,Yes
6168-YBYNP,1,Male,No,No,No
7255-SSFBC,1,Male,No,Yes,Yes
3645-DEYGF,1,Male,No,No,Yes
9323-HGFWY,1,Female,No,Yes,No
8544-GOQSH,1,Female,No,No,No
3363-DTIVD,1,Male,No,Yes,Yes
7018-WBJNK,1,Male,No,No,Yes
9142-KZXOP,1,Male,No,No,No
7674-YTAFD,1,Female,No,No,No
6348-SNFUS,1,Male,No,Yes,No
1347-KTTTA,1,Male,No,Yes,No
4195-NZGTA,1,Female,No,No,No
7157-SMCFK,1,Male,No,No,Yes
4709-LKHYG,1,Female,No,Yes,No
2504-DSHIH,1,Male,Yes,Yes,No
0699-NDKJM,1,Female,No,Yes,No
9286-BHDQG,1,Male,No,Yes,No
0230-WEQUW,1,Male,No,Yes,No
2040-LDIWQ,1,Male,No,Yes,No
6496-JDSSB,1,Female,No,No,No
4443-EMBNA,1,Female,No,Yes,No
6469-MRVET,1,Male,No,Yes,No
5961-VUSRV,1,Female,No,No,No
6778-JFCMK,1,Male,No,No,No
6341-JVQGF,1,Female,No,Yes,No
4811-JBUVU,1,Male,No,No,No
0945-TSONX,1,Female,No,Yes,No
2651-ZCBXV,1,Male,No,No,No
3316-UWXUY,1,Male,No,No,No
7083-MIOPC,1,Female,No,No,No
1984-GPTEH,1,Female,No,No,No
0621-JFHOL,1,Female,No,No,No
9903-LYSAB,1,Male,No,Yes,No
9227-UAQFT,1,Male,No,No,No
7301-ABVAD,1,Female,No,No,No
6614-FHDBO,1,Male,No,No,No
7576-ASEJU,1,Female,No,Yes,No
9058-HRZSV,1,Female,Yes,Yes,No
4522-AKYLR,1,Female,Yes,No,No
0221-WMXNQ,1,Male,Yes,No,No
0303-UNCIP,1,Male,No,No,No
0959-WHOKV,1,Male,No,No,No
4075-JFPGR,1,Female,No,Yes,No
3282-ZISZV,1,Male,No,No,No
3675-YDUPJ,1,Male,No,No,No
4111-BNXIF,1,Female,No,Yes,No
7017-VFHAY,1,Female,No,Yes,Yes
6655-LHBYW,1,Male,No,No,No
5046-NUHWD,1,Female,Yes,Yes,No
7529-ZDFXI,1,Male,Yes,Yes,No
7605-BDWDC,1,Female,No,No,No
1950-KSVVJ,1,Female,No,Yes,No
0123-CRBRT,1,Female,No,Yes,No
6292-TOSSS,1,Male,No,No,No
3197-ARFOY,1,Female,Yes,No,No
7014-ZZXAW,1,Female,No,Yes,No
7633-MVPUY,1,Male,No,Yes,No
4716-HHKQH,1,Male,Yes,Yes,No
3179-GBRWV,1,Male,Yes,Yes,No
8645-KWHJO,1,Male,No,No,No
4130-MZLCC,1,Female,No,No,No
0314-TKOSI,1,Female,No,No,No
8229-MYEJZ,1,Female,No,No,No
2080-SRCDE,1,Female,No,No,Yes
9577-WJVCQ,1,Female,No,No,No
6202-DYYFX,1,Female,No,No,No
3808-HFKDE,1,Female,No,No,No
3727-OWVYD,1,Male,No,No,No
2294-SALNE,1,Male,No,Yes,No
4847-TAJYI,1,Female,Yes,No,No
1563-IWQEX,1,Female,No,No,No
8203-XJZRC,1,Male,No,No,No
6556-DBKZF,1,Female,No,Yes,Yes
6851-WEFYX,1,Male,Yes,Yes,No
2985-JUUBZ,1,Male,No,Yes,Yes
0895-LMRSF,1,Male,No,No,No
8266-VBFQL,1,Male,No,No,No
8181-YHCMF,1,Female,No,Yes,No
2240-HSJQD,1,Male,No,No,Yes
1248-DYXUB,1,Male,No,Yes,Yes
4115-BNPJY,1,Male,No,Yes,No
3167-SNQPL,1,Male,Yes,Yes,Yes
4091-TVOCN,1,Male,No,No,No
1098-TDVUQ,1,Female,No,No,No
7277-OZCGZ,1,Female,No,No,No
1557-EMYVT,1,Female,No,No,No
2799-ARNLO,1,Female,Yes,Yes,No
5027-YOCXN,1,Male,No,Yes,No
3973-SKMLN,1,Male,No,No,No
6745-JEFZB,1,Male,No,Yes,No
9880-TDQAC,1,Female,No,Yes,No
8705-WZCYL,1,Male,No,No,No
7102-JJVTX,1,Female,No,Yes,No
8626-PTQGE,1,Male,No,No,No
4983-CLMLV,1,Female,No,Yes,No
5701-YVSVF,1,Female,Yes,Yes,No
5697-GOMBF,1,Female,Yes,Yes,Yes
2739-CACDQ,1,Female,Yes,No,No
9385-EHGDO,1,Female,No,Yes,Yes
9498-FIMXL,1,Female,No,No,No
2379-GYFLQ,1,Male,No,No,No
2088-IEBAU,1,Female,No,No,No
7982-VCELR,1,Female,No,No,No
6035-BXTTY,1,Female,Yes,No,No
6885-PKOAM,1,Female,No,Yes,No
7520-HQWJU,1,Female,No,Yes,Yes
9639-BUJXT,1,Male,No,No,No
5924-SNGKP,1,Female,No,No,No
0021-IKXGC,1,Female,Yes,No,No
8966-SNIZF,1,Female,No,Yes,No
6243-OZGFH,1,Female,No,No,No
4654-DLAMQ,1,Female,Yes,Yes,No
0513-RBGPE,1,Male,No,Yes,No
5160-UXJED,1,Male,No,No,No
4115-NZRKS,1,Female,Yes,No,No
3351-NGXYI,1,Female,Yes,No,No
8984-EYLLL,1,Male,No,Yes,No
9833-TGFHX,1,Male,No,Yes,No
9294-TDIPC,1,Male,No,No,Yes
5229-DTFYB,1,Female,No,No,No
0104-PPXDV,1,Male,No,Yes,No
5176-LMJXE,1,Female,No,No,No
3583-KRKMD,1,Male,No,No,No
9069-LGEUL,1,Male,No,Yes,No
7302-ZHMHP,1,Female,No,No,No
9571-EDEBV,1,Male,No,Yes,No
3520-FJGCV,1,Male,No,Yes,Yes
6563-VRERX,1,Male,No,Yes,No
6122-EFVKN,1,Male,No,No,No
2805-EDJPQ,1,Female,No,Yes,No
6862-CQUMB,1,Male,No,No,No
7156-MXBJE,1,Female,No,No,No
6158-HDPXZ,1,Male,No,No,No
2863-IMQDR,1,Female,No,No,No
5686-CMAWK,1,Male,No,No,No
5651-CRHKQ,1,Female,No,Yes,No
8204-YJCLA,1,Male,Yes,Yes,No
6583-SZVGP,1,Male,No,No,No
1708-PBBOA,1,Female,No,No,No
8782-LKFPK,1,Male,No,No,No
5522-JBWMO,1,Male,No,No,Yes
3597-MVHJT,1,Female,No,No,No
9774-NRNAU,1,Male,Yes,Yes,No
0224-RLWWD,1,Female,Yes,No,No
9967-ATRFS,1,Female,No,No,No
3951-NJCVI,1,Female,Yes,Yes,No
2977-CEBSX,1,Female,No,No,No
0177-PXBAT,1,Male,Yes,Yes,No
2519-ERQOJ,1,Male,Yes,No,No
5876-QMYLD,1,Female,No,Yes,No
2277-AXSDC,1,Female,No,No,No
9442-JTWDL,1,Female,No,No,No
3067-SVMTC,1,Female,No,Yes,No
5495-GPSRW,1,Male,No,No,No
7606-BPHHN,1,Male,No,No,No
4742-DRORA,1,Male,No,Yes,No
0111-KLBQG,1,Male,Yes,Yes,Yes
4163-NCJAK,1,Female,No,Yes,No
5233-AOZUF,1,Female,No,Yes,No
5973-EJGDP,1,Male,No,No,No
1996-DBMUS,1,Female,Yes,Yes,No
7916-VCCPB,1,Female,No,Yes,Yes
4686-GEFRM,1,Male,No,Yes,No
5249-QYHEX,1,Female,No,Yes,Yes
2233-FAGXV,1,Female,No,Yes,Yes
5605-IYGFG,1,Female,No,No,No
7663-ZTEGJ,1,Male,No,No,No
3935-TBRZZ,1,Male,No,Yes,No
8111-BKVDS,1,Female,No,No,No
2055-SIFSS,1,Female,Yes,Yes,No
2806-MLNTI,1,Male,Yes,Yes,No
8734-DKSTZ,1,Female,No,Yes,Yes
4360-PNRQB,1,Male,No,No,No
6152-ONASV,1,Female,No,Yes,No
7781-HVGMK,1,Female,No,Yes,No
2181-UAESM,1,Male,No,No,No
6048-NJXHX,1,Male,No,Yes,No
2320-SLKMB,1,Female,No,No,No
4980-URKXC,1,Male,No,Yes,No
4376-KFVRS,1,Male,No,Yes,No
5886-VLQVU,1,Male,No,Yes,No
3577-AMVUX,1,Male,No,No,No
0771-WLCLA,1,Female,No,Yes,Yes
5628-RKIFK,1,Female,Yes,No,No
0206-TBWLC,1,Female,No,Yes,No
2937-FTHUR,1,Female,No,No,Yes
1910-FMXJM,1,Female,No,Yes,No
0732-OCQOC,1,Female,No,Yes,No
5168-MSWXT,1,Male,No,Yes,Yes
1090-ESELR,1,Male,No,Yes,No
8592-PLTMQ,1,Female,No,No,No
5760-WRAHC,1,Female,Yes,No,No
8847-GEOOQ,1,Male,No,Yes,No
4785-FCIFB,1,Female,No,Yes,No
8313-NDOIA,1,Female,No,No,No
5149-CUZUJ,1,Male,No,Yes,No
0942-KOWSM,1,Female,No,Yes,No
4237-CLSMM,1,Male,No,Yes,No
1452-VOQCH,1,Male,No,No,No
4719-UMSIY,1,Male,No,No,Yes
6614-VBEGU,1,Female,No,Yes,No
1480-BKXGA,1,Male,Yes,Yes,No
2996-XAUVF,1,Male,No,No,No
9076-AXYIK,1,Male,Yes,Yes,No
5968-XQIVE,1,Male,No,Yes,No
8896-RAZCR,1,Female,No,No,No
4933-IKULF,1,Female,Yes,No,No
1304-BCCFO,1,Male,No,Yes,No
4104-PVRPS,1,Male,No,Yes,No
3780-DDGSE,1,Male,Yes,Yes,Yes
4431-EDMIQ,1,Female,No,Yes,Yes
0486-LGCCH,1,Male,No,Yes,Yes
4612-SSVHJ,1,Female,Yes,No,No
5168-MQQCA,1,Female,No,Yes,No
7971-HLVXI,1,Male,No,Yes,Yes
9094-AZPHK,1,Female,No,No,No
3649-JPUGY,1,Male,No,No,No
4472-LVYGI,1,Female,No,Yes,No
3552-CTCYF,1,Male,No,Yes,Yes
6778-YSNIH,1,Female,No,No,No
5756-OZRIO,1,Male,Yes,Yes,No
6579-JPICP,1,Male,No,No,No
4134-BSXLX,1,Male,No,Yes,No
0505-SPOOW,1,Female,No,Yes,No
4374-YMUSQ,1,Male,No,No,No
4513-CXYIX,1,Female,Yes,Yes,No
3957-HHLMR,1,Female,No,Yes,No
7803-XOCCZ,1,Female,No,Yes,Yes
5736-YEJAX,1,Male,No,No,No
8981-FJGLA,1,Male,No,No,Yes
1135-LMECX,1,Female,No,No,No
4332-MUOEZ,1,Male,Yes,Yes,No
8535-SFUTN,1,Male,No,No,No
8677-HDZEE,1,Female,No,No,No
2475-MROZF,1,Male,No,No,No
3482-ABPKK,1,Female,No,No,No
6705-LXORM,1,Female,Yes,Yes,No
7531-GQHME,1,Male,No,No,No
5174-ITUMV,1,Male,No,Yes,Yes
4109-CYRBD,1,Male,Yes,Yes,No
0913-XWSCN,1,Male,No,Yes,Yes
0750-EBAIU,1,Male,No,No,No
8606-CIQUL,1,Male,Yes,Yes,Yes
3571-DPYUH,1,Male,No,Yes,Yes
7601-GNDYK,1,Male,No,Yes,Yes
0356-OBMAC,1,Female,Yes,No,No
8067-NIOYM,1,Female,No,Yes,Yes
1403-GYAFU,1,Male,No,Yes,Yes
4234-XTNEA,1,Male,No,No,No
1297-VQDRP,1,Male,Yes,Yes,Yes
5348-CAGXB,1,Male,No,No,No
0621-HJWXJ,1,Female,No,Yes,No
5844-QVTAT,1,Female,No,Yes,No
8905-IAZPF,1,Female,No,Yes,No
5394-MEITZ,1,Female,No,Yes,No
6859-QNXIQ,1,Female,No,Yes,Yes
2782-LFZVW,1,Female,No,No,No
2866-IKBTM,1,Female,No,No,No
7129-AZJDE,1,Male,No,Yes,Yes
2560-PPCHE,1,Female,No,No,No
4676-MQUEA,1,Male,Yes,Yes,No
8138-EALND,1,Male,No,No,No
3580-HYCSP,1,Male,No,Yes,Yes
1352-HNSAW,1,Female,No,Yes,Yes
2075-PUEPR,1,Male,No,Yes,Yes
1982-FEBTD,1,Female,No,Yes,Yes
5791-KAJFD,1,Female,No,Yes,No
2654-VBVPB,1,Female,No,No,No
1154-HYWWO,1,Male,No,No,No
2501-XWWTZ,1,Male,No,No,No
3716-UVSPD,1,Male,No,No,No
6815-ABQFQ,1,Male,No,Yes,No
7343-EOBEU,1,Male,No,Yes,No
3701-SFMUH,1,Male,No,Yes,Yes
6103-LIANB,1,Male,No,Yes,Yes
7319-VENRZ,1,Male,No,No,No
5846-NEQVZ,1,Male,No,Yes,No
6967-QIQRV,1,Male,No,Yes,Yes
5781-RFZRP,1,Male,No,Yes,No
0308-IVGOK,1,Female,No,No,No
7293-LSCDV,1,Female,No,Yes,Yes
7025-WCBNE,1,Male,Yes,No,No
5756-JYOJT,1,Female,No,No,No
6030-REHUX,1,Female,Yes,Yes,No
9548-LIGTA,1,Male,No,Yes,No
5150-LJNSR,1,Male,No,Yes,Yes
8270-RKSAP,1,Male,No,No,No
6522-YRBXD,1,Male,Yes,Yes,No
2640-LYMOV,1,Male,No,No,No
1423-BMPBQ,1,Female,No,Yes,Yes
2393-DIVAI,1,Female,No,No,No
4568-KNYWR,1,Male,No,No,No
8752-IMQOS,1,Male,No,Yes,No
0742-LAFQK,1,Male,No,Yes,No
0795-LAFGP,1,Male,No,Yes,No
0619-OLYUR,1,Male,No,Yes,No
5512-IDZEI,1,Male,No,Yes,No
0459-SPZHJ,1,Male,No,Yes,No
0215-BQKGS,1,Male,No,No,No
9244-ZVAPM,1,Male,No,No,No
8208-EUMTE,1,Male,No,No,No
5172-MIGPM,1,Male,No,No,No
1710-RCXUS,1,Male,No,Yes,No
0374-FIUCA,1,Male,No,Yes,No
5839-SUYVZ,1,Male,No,No,No
