ID,Zip Code,Population
1664,95567,11315
1665,95589,4676
1666,95601,2630
1667,95602,9245
1668,95612,9346
1669,95614,14310
1670,95619,4122
1671,95624,61000
1672,95625,14031
1673,95628,2318
1674,95636,6501
1675,95642,3100
1676,95646,3899
1677,95651,12749
1678,95655,8435
1679,95662,13819
1680,95668,7063
1681,95672,9795
1682,95678,42000
1683,95683,14535
1684,95685,4896
1685,95690,14062
1686,95692,6062
1687,95693,7731
1688,95694,5444
1689,95714,8637
1690,95720,5261
1691,95742,12652
1692,95758,6878
1693,95776,11159
1694,95820,6451
1695,95825,33000
1696,95829,3855
1697,95837,11123
1698,95843,45000
1699,95914,3867
1700,95919,6689
1701,95928,36000
1702,95935,10600
1703,95941,12081
1704,95948,10534
1705,95950,13756
1706,95963,11230
1707,95971,6095
1708,95975,4754
1709,95981,14773
1710,95983,5466
1711,95984,2029
1712,95987,3217
1713,96001,31000
1714,96002,28000
1715,96006,3770
1716,96013,4081
1717,96015,2412
1718,96016,12479
1719,96017,8005
1720,96019,4678
1721,96025,8899
1722,96027,4553
1723,96029,4482
1724,96032,11985
1725,96037,2608
1726,96039,11276
1727,96040,14259
1728,96044,9198
1729,96052,5782
1730,96055,12595
1731,96056,11248
1732,96061,11937
1733,96063,3758
1734,96064,10871
1735,96069,2687
1736,96071,2877
1737,96074,13535
1738,96076,14257
1739,96086,7221
1740,96091,8370
1741,96092,7821
1742,96125,13872
1743,96126,5629
1744,96130,17000
1745,96136,2563
1746,96140,8763
1747,96141,7874
1748,96148,7174
1749,96150,30000
1750,96161,18500
1751,90001,9719
1752,90002,4057
1753,90005,6196
1754,90010,4251
1755,90014,5481
1756,90016,13017
1757,90017,8069
1758,90019,8250
1759,90020,13553
1760,90026,13784
1761,90027,3305
1762,90028,11482
1763,90036,10380
1764,90049,12532
1765,90059,12434
1766,90062,5139
1767,90069,6174
1768,90241,8975
1769,90242,11965
1770,90254,4503
1771,90292,4159
1772,90304,9010
1773,90502,6841
1774,90503,4407
1775,90504,10067
1776,90605,14601
1777,90620,10482
1778,90660,5007
1779,90706,2294
1780,90710,3201
1781,90716,14805
1782,90717,9667
1783,90723,3077
1784,90802,3701
1785,90805,10566
1786,90807,11366
1787,90810,13151
1788,91010,14393
1789,91011,5437
1790,91103,14742
1791,91107,5454
1792,91108,11994
1793,91203,3802
1794,91205,12106
1795,91206,14777
1796,91301,2113
1797,91306,9587
1798,91331,6617
1799,91335,3670
1800,91340,5235
1801,91343,2268
1802,91350,7702
1803,91354,14344
1804,91356,14752
1805,91360,2602
1806,91362,3014
1807,91402,6153
1808,91423,7922
1809,91501,10311
1810,91502,2949
1811,91601,12615
1812,91605,13340
1813,91710,2351
1814,91730,14215
1815,91732,7341
1816,91733,2210
1817,91737,9033
1818,91740,4744
1819,91744,14976
1820,91746,12551
1821,91748,2515
1822,91763,2633
1823,91764,3624
1824,91773,3188
1825,91775,6996
1826,91776,5036
1827,91792,14021
1828,91801,5916
1829,91901,10557
1830,91906,8786
1831,91931,11552
1832,91932,6662
1833,91948,14140
1834,91977,7005
1835,92008,8230
1836,92014,12298
1837,92024,14819
1838,92027,14430
1839,92036,13425
1840,92060,13671
1841,92064,10341
1842,92075,4991
1843,92078,10489
1844,92103,14635
1845,92104,9459
1846,92109,9775
1847,92110,11915
1848,92111,3395
1849,92113,9681
1850,92114,3703
1851,92115,3253
1852,92123,2731
1853,92130,8928
1854,92201,7057
1855,92210,14820
1856,92223,9490
1857,92230,8607
1858,92233,7959
1859,92241,12367
1860,92243,5417
1861,92249,9604
1862,92250,9043
1863,92251,9124
1864,92259,2887
1865,92264,11373
1866,92273,14590
1867,92280,5746
1868,92282,11598
1869,92307,10970
1870,90001,2584
1871,90002,10137
1872,90004,14365
1873,90007,7283
1874,90008,6862
1875,90011,2252
1876,90012,5979
1877,90013,12358
1878,90014,4172
1879,90016,13361
1880,90017,7436
1881,90018,10039
1882,90019,6436
1883,90021,12169
1884,90023,9177
1885,90025,5096
1886,90026,3530
1887,90027,14383
1888,90031,2377
1889,90033,10814
1890,90034,2062
1891,90035,4030
1892,90036,11440
1893,90037,2750
1894,90038,3573
1895,90040,13491
1896,90043,4264
1897,90044,12477
1898,90045,12410
1899,90046,14595
1900,90047,3327
1901,90048,13270
1902,90049,4085
1903,90057,4549
1904,90058,7987
1905,90059,3271
1906,90062,4011
1907,90064,9569
1908,90066,8950
1909,90067,11968
1910,90068,4002
1911,90069,6722
1912,90071,10295
1913,90077,3027
1914,90201,13508
1915,90210,6162
1916,90212,11554
1917,90220,3740
1918,90221,10534
1919,90222,12432
1920,90230,8573
1921,90232,10750
1922,90240,10150
1923,90241,11718
1924,90242,13372
1925,90245,7028
1926,90247,3107
1927,90248,8218
1928,90249,5216
1929,90250,5340
1930,90254,6336
1931,90260,13631
1932,90263,9525
1933,90265,6215
1934,90266,9470
1935,90270,13674
1936,90272,11455
1937,90274,12230
1938,90275,6648
1939,90277,10922
1940,90278,7383
1941,90280,14665
1942,90290,10193
1943,90291,2101
1944,90293,6704
1945,90302,13216
1946,90304,9818
1947,90305,2136
1948,90401,11746
1949,90402,8601
1950,90404,5043
1951,90405,13420
1952,90501,4801
1953,90502,6992
1954,90503,2446
1955,90505,7071
1956,90601,4136
1957,90603,10124
1958,90604,14401
1959,90605,2833
1960,90620,12510
1961,90621,8996
1962,90623,8633
1963,90630,9572
1964,90638,14773
1965,90640,7208
1966,90650,5896
1967,90670,7171
1968,90680,3401
1969,90701,10851
1970,90703,3136
1971,90706,11373
1972,90713,12075
1973,90715,11217
1974,90716,4024
1975,90717,2730
1976,90723,5918
1977,90732,12285
1978,90740,6472
1979,90742,11531
1980,90743,6313
1981,90744,3404
1982,90746,11791
1983,90802,8271
1984,90803,13326
1985,90805,14133
1986,90806,13872
1987,90807,3609
1988,90808,3226
1989,90810,8492
1990,90813,2449
1991,90814,9059
1992,90815,4992
1993,90822,11030
1994,91006,4896
1995,91007,6902
1996,91010,5741
1997,91011,9564
1998,91020,11625
1999,91030,14231
2000,91040,13922
2001,91101,2474
2002,91104,9488
2003,91105,8366
2004,91108,6850
2005,91201,13580
2006,91203,6090
2007,91205,2738
2008,91208,6553
2009,91214,2281
2010,91301,13229
2011,91302,10877
2012,91303,5449
2013,91306,4783
2014,91307,10539
2015,91311,10296
2016,91316,2490
2017,91320,12872
2018,91321,7363
2019,91324,8391
2020,91325,12027
2021,91326,8488
2022,91331,11598
2023,91335,7324
2024,91340,5704
2025,91342,8203
2026,91343,6382
2027,91344,2734
2028,91351,12857
2029,91354,5942
2030,91355,10720
2031,91356,6303
2032,91360,8136
2033,91361,4216
2034,91362,11945
2035,91364,4636
2036,91367,13771
2037,91377,8241
2038,91384,8120
2039,91401,2416
2040,91403,5834
2041,91405,11354
2042,91406,12202
2043,91423,8029
2044,91436,14281
2045,91501,2906
2046,91502,12342
2047,91505,6056
2048,91506,13353
2049,91602,5752
2050,91604,7778
2051,91606,4070
2052,91607,8521
2053,91701,4134
2054,91702,10921
2055,91706,12917
2056,91709,4915
2057,91710,2405
2058,91711,12933
2059,91724,3303
2060,91730,6465
2061,91733,4892
2062,91737,4672
2063,91739,12986
2064,91740,4890
2065,91741,11070
2066,91745,9670
2067,91750,14600
2068,91752,13626
2069,91754,11888
2070,91755,2267
2071,91759,10542
2072,91761,10231
2073,91763,3341
2074,91765,7774
2075,91767,13496
2076,91775,4587
2077,91776,11222
2078,91780,5222
2079,91784,8422
2080,91786,7044
2081,91789,6839
2082,91790,7504
2083,91792,9495
2084,91801,6911
2085,91906,11877
2086,91910,5800
2087,91911,7847
2088,91913,10693
2089,91914,12018
2090,91915,14493
2091,91916,9853
2092,91917,8098
2093,91932,4291
2094,91935,7298
2095,91941,10122
2096,91942,4310
2097,91945,9929
2098,91950,9039
2099,91962,6054
2100,91963,4393
2101,91977,3751
2102,91978,14076
2103,91980,8536
2104,92003,8620
2105,92007,14630
2106,92008,10138
2107,92019,13007
2108,92021,10536
2109,92024,6354
2110,92025,9895
2111,92026,4009
2112,92027,10669
2113,92028,5712
2114,92036,11460
2115,92037,8853
2116,92040,13508
2117,92054,12732
2118,92056,7681
2119,92064,5350
2120,92065,11812
2121,92067,7576
2122,92069,6966
2123,92070,11013
2124,92071,4657
2125,92075,10230
2126,92078,4359
2127,92083,14301
2128,92084,12985
2129,92086,8653
2130,92091,8536
2131,92101,8398
2132,92102,5520
2133,92106,8744
2134,92107,8347
2135,92109,13885
2136,92110,10455
2137,92111,2566
2138,92113,2794
2139,92114,14544
2140,92115,5940
2141,92117,3722
2142,92118,9060
2143,92119,10809
2144,92120,10323
2145,92121,8829
2146,92123,7862
2147,92124,10875
2148,92126,7651
2149,92127,3630
2150,92128,13528
2151,92130,3904
2152,92131,3011
2153,92139,13947
2154,92173,7432
2155,92203,11353
2156,92220,3678
2157,92223,14548
2158,92225,2958
2159,92227,2086
2160,92230,7888
2161,92231,11350
2162,92233,4663
2163,92234,4672
2164,92236,10865
2165,92239,2284
2166,92241,3940
2167,92242,2666
2168,92243,14255
2169,92249,5261
2170,92251,9242
2171,92252,14861
2172,92253,4618
2173,92254,13187
2174,92256,13506
2175,92260,14703
2176,92262,2674
2177,92264,3845
2178,92266,11090
2179,92267,10737
2180,92268,2466
2181,92270,6088
2182,92275,11826
2183,92276,9588
2184,92277,4256
2185,92278,10997
2186,92280,13345
2187,92281,12435
2188,92282,3355
2189,92283,9873
2190,92284,2856
2191,92285,7448
2192,92304,2194
2193,92305,2557
2194,92308,11801
2195,92309,5502
2196,92310,13338
2197,92311,8919
2198,92313,14279
2199,92314,13784
2200,92315,6141
2201,92316,2891
2202,92320,11976
2203,92321,12660
2204,92324,6732
2205,92328,3144
2206,92332,3875
2207,92333,6716
2208,92335,11262
2209,92336,8097
2210,92337,11842
2211,92339,4284
2212,92341,8047
2213,92342,5047
2214,92345,3614
2215,92346,10065
2216,92347,8822
2217,92352,2902
2218,92354,8409
2219,92359,10162
2220,92363,3591
2221,92364,10423
2222,92365,12398
2223,92368,5403
2224,92372,14118
2225,92374,9688
2226,92376,10221
2227,92384,7668
2228,92386,12253
2229,92394,5674
2230,92398,12019
2231,92399,3159
2232,92404,4913
2233,92405,7270
2234,92407,2850
2235,92408,6796
2236,92411,9228
2237,92501,7251
2238,92504,5545
2239,92505,6492
2240,92507,8310
2241,92508,10546
2242,92530,9498
2243,92532,6155
2244,92536,7768
2245,92539,6852
2246,92543,7551
2247,92545,9490
2248,92551,4731
2249,92553,4926
2250,92555,9584
2251,92561,3771
2252,92562,5304
2253,92567,7900
2254,92570,12646
2255,92582,8854
2256,92583,6918
2257,92584,12904
2258,92585,11914
2259,92590,2671
2260,92591,5350
2261,92592,4340
2262,92595,12551
2263,92596,11869
2264,92602,7853
2265,92604,8353
2266,92606,13377
2267,92610,12708
2268,92614,13931
2269,92618,6460
2270,92620,14889
2271,92624,7345
2272,92625,11489
2273,92626,8841
2274,92627,11212
2275,92629,4069
2276,92647,14947
2277,92649,11418
2278,92651,13957
2279,92653,7803
2280,92655,9308
2281,92656,4516
2282,92657,5869
2283,92660,12699
2284,92662,8208
2285,92663,9943
2286,92672,2174
2287,92673,12236
2288,92675,9045
2289,92676,10192
2290,92677,10844
2291,92679,5668
2292,92683,5970
2293,92688,9656
2294,92691,3415
2295,92692,8895
2296,92694,11519
2297,92703,3779
2298,92704,13612
2299,92705,10190
2300,92706,7294
2301,92708,9949
2302,92780,7645
2303,92782,10432
2304,92801,13792
2305,92802,4157
2306,92804,4672
2307,92808,11931
2308,92821,12299
2309,92831,14012
2310,92832,9180
2311,92833,13215
2312,92835,4771
2313,92840,11590
2314,92841,6985
2315,92843,5194
2316,92844,2140
2317,92845,12240
2318,92861,10831
2319,92865,9202
2320,92866,5456
2321,92867,3030
2322,92868,3015
2323,92869,2124
2324,92870,11068
2325,92879,10165
2326,92880,6050
2327,92881,6364
2328,92882,12387
2329,92883,4100
2330,92886,4087
2331,93004,9777
2332,93010,2498
2333,93012,6018
2334,93013,2189
2335,93015,10569
2336,93021,6600
2337,93022,2161
2338,93023,11678
2339,93030,4782
2340,93033,14429
2341,93035,14855
2342,93040,2667
2343,93060,9672
2344,93063,7427
2345,93065,10568
2346,93066,10174
2347,93103,6457
2348,93105,9109
2349,93108,3709
2350,93109,14303
2351,93111,9534
2352,93117,10255
2353,93203,13056
2354,93206,6254
2355,93207,13972
2356,93212,4294
2357,93218,5807
2358,93222,8480
2359,93223,13117
2360,93225,2011
2361,93226,5655
2362,93230,6911
2363,93235,5968
2364,93239,3273
2365,93240,4555
2366,93241,8782
2367,93242,12966
2368,93243,13004
2369,93245,6349
2370,93249,6675
2371,93250,12361
2372,93251,12601
2373,93254,5543
2374,93256,9571
2375,93257,14995
2376,93261,11300
2377,93262,4866
2378,93265,3154
2379,93266,14390
2380,93267,4573
2381,93268,6446
2382,93270,2832
2383,93271,13768
2384,93274,6191
2385,93276,2531
2386,93277,10658
2387,93280,12224
2388,93283,13572
2389,93286,8066
2390,93287,10010
2391,93291,8098
2392,93301,2844
2393,93304,4395
2394,93305,5312
2395,93306,9032
2396,93307,3987
2397,93308,9713
2398,93309,14607
2399,93312,10684
2400,93313,8213
2401,93401,9536
2402,93402,3207
2403,93420,11140
2404,93422,4203
2405,93424,10197
2406,93426,4327
2407,93427,8370
2408,93428,9481
2409,93429,9617
2410,93430,14686
2411,93432,6780
2412,93433,7141
2413,93434,7549
2414,93441,6744
2415,93442,13426
2416,93444,14175
2417,93446,9370
2418,93450,12665
2419,93451,8135
2420,93452,5490
2421,93453,5399
2422,93454,14105
2423,93455,11337
2424,93458,4381
2425,93460,7072
2426,93461,8192
2427,93463,4982
2428,93465,8241
2429,93505,11694
2430,93510,12280
2431,93512,14439
2432,93513,7326
2433,93514,2205
2434,93516,4161
2435,93517,7450
2436,93518,6832
2437,93522,4522
2438,93523,8805
2439,93526,12618
2440,93527,7542
2441,93529,4251
2442,93530,13659
2443,93532,14371
2444,93534,13220
2445,93541,8867
2446,93543,14259
2447,93544,11314
2448,93545,4943
2449,93546,5273
2450,93549,4099
2451,93550,2711
2452,93551,5259
2453,93560,10243
2454,93561,11321
2455,93563,5942
2456,93601,14972
2457,93602,6838
2458,93603,9965
2459,93605,6631
2460,93608,8585
2461,93609,2134
2462,93610,12973
2463,93611,12090
2464,93612,2437
2465,93614,5870
2466,93615,7428
2467,93616,12009
2468,93618,7131
2469,93620,9810
2470,93621,3365
2471,93622,7522
2472,93623,5096
2473,93625,6574
2474,93627,13250
2475,93628,4823
2476,93631,2887
2477,93634,4144
2478,93635,13561
2479,93643,4700
2480,93644,5384
2481,93645,10639
2482,93646,13927
2483,93648,14277
2484,93651,4996
2485,93652,6973
2486,93653,6436
2487,93654,9123
2488,93656,14530
2489,93657,9564
2490,93664,8077
2491,93666,4837
2492,93668,13238
2493,93669,5907
2494,93673,2764
2495,93701,12936
2496,93702,6350
2497,93704,14748
2498,93705,2193
2499,93710,2878
2500,93720,4106
2501,93722,9134
2502,93725,14498
2503,93726,11450
2504,93727,6429
2505,93728,12250
2506,93901,3940
2507,93905,4671
2508,93906,6605
2509,93907,14851
2510,93908,14874
2511,93921,5275
2512,93924,14481
2513,93925,10051
2514,93926,4001
2515,93927,11793
2516,93940,11242
2517,93950,14725
2518,93954,5382
2519,93955,4155
2520,93960,6464
2521,93962,12159
2522,94005,8557
2523,94010,8177
2524,94015,9506
2525,94019,9251
2526,94020,12950
2527,94022,5570
2528,94025,12596
2529,94027,8834
2530,94028,3648
2531,94030,4946
2532,94037,6369
2533,94038,12693
2534,94041,5462
2535,94044,5051
2536,94061,9250
2537,94062,11628
2538,94063,4248
2539,94065,3637
2540,94070,13988
2541,94074,4575
2542,94087,2290
2543,94089,14885
2544,94103,6104
2545,94104,13344
2546,94105,4900
2547,94107,2566
2548,94109,2005
2549,94110,12725
2550,94111,6748
2551,94112,11096
2552,94115,9050
2553,94116,4801
2554,94117,8228
2555,94118,13791
2556,94121,4013
2557,94122,4048
2558,94123,7678
2559,94124,10349
2560,94127,4619
2561,94129,11092
2562,94132,5340
2563,94133,14578
2564,94134,6280
2565,94301,11237
2566,94303,14971
2567,94305,5208
2568,94306,2350
2569,94401,14709
2570,94403,6416
2571,94404,5529
2572,94501,5060
2573,94502,6290
2574,94506,9444
2575,94507,3744
2576,94508,4093
2577,94510,14255
2578,94511,3331
2579,94513,13496
2580,94515,2563
2581,94517,11269
2582,94518,9785
2583,94519,12751
2584,94521,10994
2585,94523,3431
2586,94525,4676
2587,94526,5464
2588,94530,2970
2589,94533,8466
2590,94535,11460
2591,94536,10247
2592,94542,4434
2593,94544,8628
2594,94547,6971
2595,94549,14088
2596,94552,4263
2597,94556,3399
2598,94559,12307
2599,94560,13700
2600,94561,9223
2601,94563,5931
2602,94565,5368
2603,94567,6399
2604,94568,12175
2605,94569,5222
2606,94571,7553
2607,94572,8711
2608,94574,11394
2609,94576,7341
2610,94577,12800
2611,94578,4654
2612,94585,3141
2613,94586,5247
2614,94589,8037
2615,94590,3571
2616,94591,7836
2617,94592,3437
2618,94599,2433
2619,94601,14281
2620,94602,14564
2621,94603,8238
2622,94605,11532
2623,94608,8629
2624,94609,10430
2625,94610,6411
2626,94611,11954
2627,94612,2776
2628,94618,11632
2629,94619,10525
2630,94621,3465
2631,94702,6019
2632,94703,3557
2633,94705,4215
2634,94708,14607
2635,94709,13080
2636,94801,11603
2637,94803,4863
2638,94804,4538
2639,94805,7291
2640,94806,4507
2641,94901,8095
2642,94920,12231
2643,94922,3087
2644,94924,2876
2645,94925,4783
2646,94928,5388
2647,94929,8138
2648,94930,5450
2649,94937,8704
2650,94938,10677
2651,94941,2185
2652,94950,13553
2653,94951,3749
2654,94952,2699
2655,94954,8316
2656,94956,5090
2657,94963,10237
2658,94964,7607
2659,94970,9262
2660,94973,11579
2661,95003,3690
2662,95004,14324
2663,95005,11611
2664,95007,7150
2665,95008,2226
2666,95010,11249
2667,95012,3200
2668,95014,10401
2669,95018,2635
2670,95023,8834
2671,95032,5887
2672,95033,11475
2673,95035,9537
2674,95037,8599
2675,95039,6713
2676,95041,2957
2677,95043,7353
2678,95045,11463
2679,95050,11188
2680,95051,12584
2681,95054,2478
2682,95060,8661
2683,95064,9973
2684,95065,8818
2685,95066,11115
2686,95070,10122
2687,95073,6743
2688,95076,6896
2689,95110,6706
2690,95111,8342
2691,95113,9208
2692,95117,2269
2693,95118,5013
2694,95119,10153
2695,95120,2129
2696,95121,7433
2697,95122,8764
2698,95123,12634
2699,95124,13291
2700,95126,12848
2701,95127,11020
2702,95130,14638
2703,95131,3879
2704,95132,13612
2705,95133,10572
2706,95136,9636
2707,95138,6673
2708,95139,6333
2709,95140,11327
2710,95148,11309
2711,95202,4678
2712,95203,9862
2713,95204,5951
2714,95205,5141
2715,95206,5398
2716,95207,4800
2717,95210,5621
2718,95212,12245
2719,95215,9175
2720,95222,7788
2721,95223,10176
2722,95224,10752
2723,95225,8143
2724,95226,6472
2725,95227,10390
2726,95228,5565
2727,95230,8628
2728,95231,6496
2729,95233,3733
2730,95237,12874
2731,95242,8049
2732,95245,8381
2733,95246,14616
2734,95247,2710
2735,95249,4959
2736,95250,6654
2737,95251,5180
2738,95254,2159
2739,95257,13817
2740,95258,13235
2741,95303,2760
2742,95306,10825
2743,95307,4486
2744,95311,11656
2745,95312,6517
2746,95313,6384
2747,95316,9507
2748,95317,8090
2749,95318,4169
2750,95320,10566
2751,95321,2972
2752,95322,7326
2753,95324,12910
2754,95325,5960
2755,95326,2343
2756,95327,9800
2757,95328,11803
2758,95329,9670
2759,95330,5130
2760,95333,10430
2761,95334,9258
2762,95336,13534
2763,95337,14629
2764,95340,5152
2765,95345,13622
2766,95348,13376
2767,95354,12072
2768,95355,10490
2769,95358,13906
2770,95360,14007
2771,95363,11818
2772,95364,9412
2773,95365,2221
2774,95366,3218
2775,95370,7982
2776,95372,13909
2777,95374,8514
2778,95376,4435
2779,95379,9817
2780,95380,6818
2781,95383,4780
2782,95385,12248
2783,95386,10180
2784,95388,13964
2785,95401,9355
2786,95403,7176
2787,95404,2800
2788,95405,7366
2789,95410,2632
2790,95412,3115
2791,95415,7014
2792,95421,7093
2793,95423,12374
2794,95426,13796
2795,95428,10502
2796,95429,5995
2797,95430,10034
2798,95432,10993
2799,95436,12378
2800,95437,4768
2801,95441,3614
2802,95442,11334
2803,95443,12938
2804,95444,5408
2805,95446,12864
2806,95448,11622
2807,95449,12218
2808,95450,13917
2809,95451,12130
2810,95452,14295
2811,95453,2762
2812,95454,14174
2813,95456,4225
2814,95457,10665
2815,95458,6997
2816,95459,6927
2817,95460,2089
2818,95461,7244
2819,95462,12298
2820,95463,8437
2821,95465,5392
2822,95466,3113
2823,95468,13768
2824,95469,14317
2825,95470,6486
2826,95472,4424
2827,95476,2503
2828,95485,6759
2829,95488,3934
2830,95490,9226
2831,95492,4988
2832,95494,3879
2833,95497,11618
2834,95501,7387
2835,95503,10460
2836,95514,9931
2837,95521,6368
2838,95527,5093
2839,95528,6507
2840,95537,11546
2841,95540,2725
2842,95542,14881
2843,95543,14554
2844,95546,9060
2845,95547,12724
2846,95548,3667
2847,95549,13912
2848,95552,4203
2849,95554,12794
2850,95555,7040
2851,95556,9691
2852,95558,6523
2853,95559,5823
2854,95560,4516
2855,95564,4623
2856,95565,2069
2857,95569,3178
2858,95571,8315
2859,95573,5852
2860,95585,8221
2861,95587,7333
2862,95595,8820
2863,95602,7726
2864,95603,2448
2865,95605,8018
2866,95606,8927
2867,95607,3390
2868,95610,13801
2869,95612,7366
2870,95614,7216
2871,95615,14017
2872,95621,34000
2873,95623,11258
2874,95626,5406
2875,95627,4216
2876,95628,13984
2877,95629,11004
2878,95631,7464
2879,95632,2361
2880,95633,13320
2881,95634,8420
2882,95636,3811
2883,95637,5058
2884,95638,8535
2885,95639,5364
2886,95640,4327
2887,95641,4852
2888,95646,2172
2889,95648,10650
2890,95650,2977
2891,95651,8149
2892,95655,12254
2893,95658,12262
2894,95659,9182
2895,95660,36000
2896,95661,32000
2897,95664,11076
2898,95665,4302
2899,95666,10164
2900,95667,6782
2901,95670,51000
2902,95672,4479
2903,95674,2346
2904,95675,13673
2905,95677,10447
2906,95678,42000
2907,95682,9537
2908,95684,13314
2909,95685,12571
2910,95686,10854
2911,95687,68000
2912,95688,5096
2913,95689,11608
2914,95690,10798
2915,95691,28000
2916,95693,14774
2917,95695,9207
2918,95701,13175
2919,95703,13489
2920,95709,6657
2921,95714,3631
2922,95715,3963
2923,95717,6152
2924,95720,13811
2925,95721,2335
2926,95726,8712
2927,95735,6626
2928,95736,12671
2929,95746,10885
2930,95747,11981
2931,95758,10684
2932,95762,4968
2933,95765,7259
2934,95776,10981
2935,95814,12000
2936,95816,2582
2937,95817,7860
2938,95818,4800
2939,95819,18000
2940,95820,11577
2941,95821,31000
2942,95822,44000
2943,95823,78000
2944,95825,33000
2945,95827,9121
2946,95829,3258
2947,95830,12073
2948,95832,2180
2949,95833,35000
2950,95834,8763
2951,95835,41000
2952,95837,10307
2953,95841,11789
2954,95842,5154
2955,95901,38000
2956,95903,13161
2957,95910,12825
2958,95916,12129
2959,95917,14239
2960,95918,2066
2961,95919,12729
2962,95920,13446
2963,95922,12973
2964,95926,40000
2965,95928,36000
2966,95930,6655
2967,95932,2871
2968,95934,6149
2969,95936,2522
2970,95938,3815
2971,95939,4662
2972,95941,6499
2973,95943,8544
2974,95944,14955
2975,95945,4914
2976,95946,4143
2977,95947,12504
2978,95948,14448
2979,95950,5494
2980,95951,5344
2981,95953,6448
2982,95955,11037
2983,95956,9550
2984,95957,12573
2985,95960,12847
2986,95961,5883
2987,95962,12399
2988,95963,12041
2989,95965,5553
2990,95968,10250
2991,95969,4330
2992,95971,12011
2993,95973,4818
2994,95974,14013
2995,95975,11976
2996,95977,14928
2997,95978,2236
2998,95979,6429
2999,95982,3876
3000,95983,2171
3001,95986,7437
3002,95987,3716
3003,95988,5984
3004,95991,42000
3005,96001,31000
3006,96002,28000
3007,96003,44000
3008,96006,7129
3009,96008,5975
3010,96009,5544
3011,96010,9586
3012,96013,14211
3013,96015,2323
3014,96016,4579
3015,96017,12469
3016,96019,9456
3017,96020,8457
3018,96023,4407
3019,96025,2571
3020,96027,9641
3021,96029,10066
3022,96031,5851
3023,96033,7496
3024,96034,2118
3025,96035,3301
3026,96037,3207
3027,96038,2186
3028,96039,4716
3029,96040,6854
3030,96044,8729
3031,96046,12126
3032,96048,7871
3033,96054,8459
3034,96055,5502
3035,96056,2321
3036,96057,10438
3037,96058,4197
3038,96059,12142
3039,96061,7863
3040,96062,8553
3041,96063,11697
3042,96064,5817
3043,96065,3816
3044,96067,13264
3045,96069,14978
3046,96071,2044
3047,96074,6129
3048,96075,5638
3049,96076,9351
3050,96080,26000
3051,96085,13515
3052,96088,8153
3053,96090,4422
3054,96091,11424
3055,96093,7336
3056,96094,12891
3057,96096,4340
3058,96097,5074
3059,96103,10043
3060,96104,9657
3061,96105,7274
3062,96106,9668
3063,96107,8137
3064,96109,13613
3065,96110,2789
3066,96113,5589
3067,96114,3283
3068,96117,6457
3069,96118,8275
3070,96119,10420
3071,96120,5044
3072,96121,13124
3073,96124,12368
3074,96125,12524
3075,96126,9229
3076,96128,5183
3077,96130,17000
3078,96132,11660
3079,96134,13486
3080,96136,9910
3081,96137,2186
3082,96140,6824
3083,96143,3110
3084,96146,9853
3085,96148,3588
3086,90001,8367
3087,90002,14640
3088,90003,9781
3089,90005,7548
3090,90006,3300
3091,90008,10677
3092,90010,9195
3093,90011,13337
3094,90015,8185
3095,90016,4581
3096,90017,4686
3097,90018,10370
3098,90019,9422
3099,90021,2337
3100,90022,9387
3101,90024,14940
3102,90026,7507
3103,90027,2073
3104,90028,2913
3105,90029,10918
3106,90031,13606
3107,90032,13097
3108,90033,8986
3109,90034,7481
3110,90035,12963
3111,90036,3640
3112,90038,10323
3113,90039,12134
3114,90040,10158
3115,90041,13768
3116,90042,11567
3117,90043,3290
3118,90044,9798
3119,90046,7411
3120,90048,12748
3121,90049,14817
3122,90056,13456
3123,90057,4053
3124,90061,10457
3125,90063,7046
3126,90064,10200
3127,90065,3381
3128,90067,9219
3129,90068,3119
3130,90069,6355
3131,90071,3016
3132,90077,2679
3133,90201,9341
3134,90210,2620
3135,90211,7703
3136,90212,9709
3137,90220,14506
3138,90221,14481
3139,90222,10765
3140,90232,12754
3141,90240,6209
3142,90241,11408
3143,90242,6562
3144,90245,14293
3145,90247,10222
3146,90248,3494
3147,90249,8261
3148,90255,11719
3149,90260,13039
3150,90263,12745
3151,90266,11083
3152,90270,7943
3153,90274,9706
3154,90275,13710
3155,90278,11602
3156,90280,5295
3157,90290,8344
3158,90291,8749
3159,90293,7780
3160,90301,5974
3161,90302,3913
3162,90304,8468
3163,90305,6478
3164,90401,6818
3165,90402,14496
3166,90403,7607
3167,90404,14468
3168,90405,9868
3169,90501,5700
3170,90502,4212
3171,90503,6889
3172,90504,3760
3173,90505,11569
3174,90601,8138
3175,90602,3932
3176,90603,4041
3177,90604,2933
3178,90605,14653
3179,90606,6363
3180,90630,2648
3181,90631,3454
3182,90638,4914
3183,90640,12387
3184,90650,7842
3185,90660,14944
3186,90670,8210
3187,90701,4216
3188,90703,9656
3189,90710,12529
3190,90713,14019
3191,90715,5853
3192,90716,4812
3193,90720,13477
3194,90723,7379
3195,90731,3486
3196,90732,6006
3197,90742,7439
3198,90743,14792
3199,90744,4333
3200,90746,5183
3201,90802,14849
3202,90803,12627
3203,90804,2060
3204,90805,5849
3205,90806,7073
3206,90807,9850
3207,90814,4140
3208,90815,14567
3209,90822,2210
3210,91001,5297
3211,91006,4107
3212,91007,13529
3213,91010,2819
3214,91011,13296
3215,91016,13855
3216,91020,3072
3217,91024,11213
